2238.82,29
2236.11,28
2233.272,27
2230.4239,26
2227.5397,25
2224.6183,24
2221.6375,23
2218.645,22
2215.6128,21
2212.5233,20
2209.4061,19
2206.2566,18
2203.0665,17
2199.8435,16
2196.5731,15
2193.2603,14
2189.9221,13
2186.5416,12
2183.1284,11
2179.6773,10
2176.1923,9
2172.6621,8
2169.1091,7
2165.5037,6
2161.8766,5
2158.2097,4
2154.5028,3
2150.7546,2
2147.0021,1
2139.3373,-1
2135.4565,-2
2131.5327,-3
2127.5937,-4
2123.613,-5
2119.5933,-6
2117.3503,-7
2115.5332,-8
2113.8858,-9
2111.4545,-10
2107.3344,-11
2103.1776,-12
2098.9958,-13
2094.7697,-14
2090.5098,-15
2086.2383,-16
2081.9063,-17
2077.5177,-18
2073.2214,-19
2068.7575,-20
2065.6632,-21
2064.3133,-22
2061.7504,-23
2059.8369,-24
2057.7923,-25
2055.3105,-26
2050.7677,-27
2046.1376,-28
2041.5861,-29
2036.9585,-30
2032.25,-31
2027.53,-32
