2241.5956,30
2238.8382,29
2236.0963,28
2233.2619,27
2230.4275,26
2227.5448,25
2224.6221,24
2221.6532,23
2218.6434,22
2215.6145,21
2212.5222,20
2209.4112,19
2206.2562,18
2203.0669,17
2199.8429,16
2196.571,15
2193.2616,14
2189.9212,13
2186.5413,12
2183.1301,11
2179.6764,10
2176.1931,9
2172.6625,8
2169.1102,7
2165.5048,6
2161.8764,5
2158.2145,4
2154.5029,3
2150.7585,2
2147.0014,1
2139.3358,-1
2135.4582,-2
2131.5352,-3
2127.5969,-4
2123.6134,-5
2119.5967,-6
2115.5316,-7
2111.4588,-8
2107.337,-9
2103.1762,-10
2098.9976,-11
2094.7679,-12
2090.5148,-13
2086.2387,-14
2081.906,-15
2077.5254,-16
2073.2174,-17
2068.758,-18
2064.3115,-19
2059.8323,-20
2055.3053,-21
2050.7578,-22
2046.1453,-23
2041.5947,-24
2036.958,-25
2032.2607,-26
2027.5008,-27
2022.8311,-28
