2241.5978,30
2238.8826,29
2236.0929,28
2233.3032,27
2230.4074,26
2227.5345,25
2224.6225,24
2221.649,23
2218.6448,22
2215.6082,21
2212.5248,20
2209.4063,19
2206.2522,18
2203.0616,17
2199.8415,16
2196.5658,15
2193.2592,14
2189.9134,13
2186.5375,12
2183.1267,11
2179.6727,10
2176.1896,9
2172.6561,8
2169.1073,7
2165.5028,6
2161.8733,5
2158.2124,4
2154.4991,3
2150.7554,2
2146.9974,1
2139.3389,-1
2137.5137,-2
2135.4539,-3
2134.2316,-4
2131.5294,-5
2127.5916,-6
2123.6077,-7
2119.5931,-8
2117.3282,-9
2115.526,-10
2111.4519,-11
2107.3331,-12
2103.1717,-13
2098.9939,-14
2094.7633,-15
2090.5105,-16
2086.2351,-17
2081.9035,-18
2077.5166,-19
2073.2152,-20
2068.758,-21
2065.6787,-22
2064.3202,-23
2061.7552,-24
2059.8297,-25
2057.8038,-26
2055.3027,-27
2053.8247,-28
2050.7586,-29
2046.1454,-30
2041.5897,-31
2036.9426,-32
2032.2497,-33
2036.9742,-34
2032.2473,-35
2027.8618,-36
2022.7728,-37
2018.0874,-38
