2238.839,29
2236.0879,28
2233.2975,27
2230.4362,26
2227.5472,25
2224.621,24
2221.646,23
2218.6391,22
2215.614,21
2212.5259,20
2209.4087,19
2206.2509,18
2203.065,17
2199.8388,16
2196.5691,15
2193.2606,14
2189.9155,13
2186.5415,12
2183.1273,11
2179.6745,10
2176.1882,9
2172.6589,8
2169.1078,7
2165.5021,6
2161.8726,5
2158.2117,4
2154.5,3
2150.7557,2
2146.9985,1
2139.3386,-1
2135.4622,-2
2131.5312,-3
2127.5925,-4
2123.6082,-5
2119.5914,-6
2115.5288,-7
2111.4561,-8
2107.3347,-9
2103.1728,-10
2098.9952,-11
2094.7655,-12
2090.5094,-13
2086.2357,-14
2081.9055,-15
2077.5225,-16
2073.217,-17
2068.7549,-18
2065.6649,-19
2064.3101,-20
2059.8277,-21
2055.3106,-22
2050.76,-23
2046.1439,-24
2041.5818,-25
2036.945,-26
2032.2524,-27
2027.5544,-28
2022.8276,-29
