4159.4914,-22
4164.6849,-21
4169.7892,-20
4175.0770,-19
4180.1440,-18
4185.1522,-17
4190.0815,-16
4194.9647,-15
4199.7729,-14
4204.5184,-13
4209.2097,-12
4213.7935,-11
4218.3402,-10
4222.7968,-9
4227.2010,-8
4231.5216,-7
4235.7765,-6
4239.9832,-5
4244.1114,-4
4248.1678,-3
4252.1402,-2
4256.0660,-1
4263.6543,1
4267.3816,2
4271.0087,3
4274.5930,4
4278.0872,5
4281.4960,6
4284.8548,7
4288.1262,8
4291.3488,9
4294.4719,10
4297.5479,11
4300.5341,12
4303.4755,13
4306.3213,14
4309.0822,15
4311.8014,16
4314.4304,17
4316.9867,18
4319.5120,19
4321.8610,20
4324.2454,21
4328.8456,23
,
,
,
,
,
,
,.
