2036.9523,-25
2041.5809,-24
2046.1339,-23
2050.7547,-22
2055.317,-21
2059.8392,-20
2064.305,-19
2068.7509,-18
2073.2137,-17
2077.5153,-16
2081.9041,-15
2086.237,-14
2090.5074,-13
2094.763,-12
2098.9924,-11
2103.1733,-10
2107.328,-9
2111.4511,-8
2115.5293,-7
2119.5914,-6
2123.6064,-5
2127.5931,-4
2131.533,-3
2135.4529,-2
2139.3327,-1
2146.9983,1
2150.751,2
2154.4965,3
2158.2036,4
2161.8739,5
2165.5019,6
2169.1066,7
2172.6587,8
2176.1848,9
2179.6711,10
2183.1252,11
2186.5372,12
2189.9146,13
2193.2574,14
2196.5711,15
2199.833,16
2203.0601,17
2206.2563,18
2209.4041,19
2212.5258,20
2215.6066,21
2218.6463,22
2221.64,23
2224.6215,24
2227.5212,25
2230.4536,26
2233.2877,27
