4332.9053,25
4330.9024,24
4328.7329,23
4326.5662,22
4324.2455,21
4321.8968,20
4319.5176,19
4317.0127,18
4314.4307,17
4311.8054,16
4309.0995,15
4306.3257,14
4303.472,13
4300.5387,12
4297.5487,11
4294.489,10
4291.3503,9
4288.1342,8
4284.8592,7
4281.5007,6
4278.0861,5
4274.5916,4
4271.0173,3
4267.3902,2
4263.6755,1
4256.057,-1
4252.1562,-2
4248.1716,-3
4244.112,-4
4239.9946,-5
4235.7893,-6
4231.5302,-7
4227.2058,-8
4222.7995,-9
4218.3335,-10
4213.8017,-11
4209.1884,-12
4204.5302,-13
4199.7722,-14
4194.975,-15
4190.0897,-16
4185.1637,-17
4180.1123,-18
4175.0478,-19
4169.8758,-20
4164.722,-21
4159.3702,-22
4154.0392,-23
