2238.8478,29
2236.1106,28
2233.2801,27
2230.4184,26
2227.5336,25
2224.6174,24
2221.6453,23
2218.6408,22
2215.6039,21
2212.5201,20
2209.4063,19
2206.2558,18
2203.0607,17
2199.8362,16
2196.5653,15
2193.2617,14
2189.9148,13
2186.5411,12
2183.1257,11
2179.6715,10
2176.1855,9
2172.6589,8
2169.1067,7
2165.505,6
2161.8723,5
2158.2095,4
2154.5004,3
2150.7535,2
2146.9993,1
2139.3344,-1
2135.4535,-2
2131.5289,-3
2127.5905,-4
2123.6108,-5
2119.5901,-6
2115.5301,-7
2111.4507,-8
2107.3275,-9
2103.1709,-10
2098.9926,-11
2094.7611,-12
2090.5097,-13
2086.2315,-14
2081.906,-15
2077.521,-16
2073.2107,-17
2068.7555,-18
2064.3144,-19
2059.8279,-20
2055.3039,-21
2050.7647,-22
2046.1362,-23
2041.5886,-24
2036.9287,-25
2032.2215,-26
2027.5557,-27
