4154.0954,-23
4159.3661,-22
4164.6192,-21
4169.8825,-20
4175.0242,-19
4180.1148,-18
4185.1555,-17
4190.0822,-16
4194.9703,-15
4199.7624,-14
4204.5147,-13
4209.1955,-12
4213.7904,-11
4218.3396,-10
4222.7892,-9
4227.1905,-8
4231.5187,-7
4235.7887,-6
4239.9851,-5
4244.1138,-4
4248.1547,-3
4252.1424,-2
4256.0385,-1
4263.6806,1
4267.3821,2
4271.015,3
4274.5865,4
4278.0752,5
4281.4959,6
4284.8506,7
4288.1304,8
4291.3515,9
4294.4847,10
4297.5471,11
4300.5344,12
4303.4649,13
4306.324,14
4309.1008,15
4311.8017,16
4314.433,17
4316.9908,18
4319.487,19
4321.8988,20
4324.2448,21
4326.4985,22
4328.6888,23
4330.7565,24
4332.8819,25
