2241.6193,30
2238.8613,29
2236.0861,28
2233.2913,27
2230.4217,26
2227.5434,25
2224.6243,24
2221.6533,23
2218.642,22
2215.6117,21
2212.5265,20
2209.4038,19
2206.2562,18
2203.0687,17
2199.8381,16
2196.5722,15
2193.2605,14
2189.9195,13
2186.5412,12
2183.1276,11
2179.6742,10
2176.1904,9
2172.6581,8
2169.1073,7
2165.5048,6
2161.8759,5
2158.2127,4
2154.5016,3
2150.7573,2
2147.001,1
2139.3423,-1
2135.458,-2
2131.5334,-3
2127.5958,-4
2123.6124,-5
2119.5951,-6
2115.5303,-7
2111.4564,-8
2107.3348,-9
2103.1751,-10
2098.9971,-11
2094.7663,-12
2090.512,-13
2086.2353,-14
2081.9066,-15
2077.5174,-16
2073.223,-17
2068.7603,-18
2064.3211,-19
2059.8284,-20
2055.3077,-21
2050.7598,-22
2046.1414,-23
2041.5834,-24
2036.9333,-25
2032.2687,-26
2027.5485,-27
2022.8656,-28
2018.1064,-29
