2049.7931,-12
2053.7965,-11
2057.7523,-10
2061.6605,-9
2065.6163,-8
2069.5721,-7
2081.0015,-4
2084.8382,-3
2088.5915,-2
2092.4881,-1
2100.7816,1
2110.3121,4
2113.8355,5
2117.4035,6
2120.793,7
2134.2175,11
2140.8182,13
2144.0293,14
