4334.9104,43
4334.9104,42
4332.9505,41
4332.9505,40
4330.8261,39
4330.8261,38
4328.8231,37
4328.8231,36
4326.4969,35
4326.4969,34
4324.2078,33
4324.2078,32
4321.9389,31
4321.9389,30
4319.4899,29
4319.4899,28
4316.9933,27
4316.9933,26
4314.4536,25
4314.4536,24
4311.8157,23
4311.8157,22
4309.1114,21
4309.1114,20
4306.3375,19
4306.3375,18
4303.4791,17
4303.4791,16
4300.5533,15
4300.5533,14
4297.5594,13
4297.5594,12
4294.4822,11
4294.4822,10
4291.3564,9
4288.1351,8
4284.8669,7
4281.4943,6
4278.0818,5
4274.5951,4
4271.0289,3
4267.3832,2
4263.6623,1
4256.0452,-1
4252.142,-2
4248.1591,-3
4244.1163,-4
4239.9909,-5
4235.7946,-6
4231.5394,-7
4227.2105,-8
4222.7986,-9
4218.3435,-10
4213.8126,-11
4209.1988,-12
4204.5224,-13
4199.7892,-14
4194.9728,-15
4190.1035,-16
4185.1561,-17
4180.1419,-18
4175.0908,-19
4169.8825,-20
4164.7181,-21
4159.3053,-22
4154.0922,-23
