2241.604,30
2238.8649,29
2236.0876,28
2233.2861,27
2230.4293,26
2227.5435,25
2224.6258,24
2221.6517,23
2218.6448,22
2215.6215,21
2212.5298,20
2209.4108,19
2206.2577,18
2203.0738,17
2199.8421,16
2196.5713,15
2193.2634,14
2189.9212,13
2186.5461,12
2183.1288,11
2179.6783,10
2176.1914,9
2172.6615,8
2169.1099,7
2165.5045,6
2161.8753,5
2158.2146,4
2154.5041,3
2150.7593,2
2147.0033,1
2139.3415,-1
2135.4575,-2
2131.5354,-3
2127.5948,-4
2123.6118,-5
2119.5946,-6
2115.5322,-7
2111.4582,-8
2107.336,-9
2103.1806,-10
2098.9999,-11
2094.7679,-12
2090.513,-13
2086.2381,-14
2081.9082,-15
2077.5204,-16
2073.2248,-17
2068.7522,-18
2065.6452,-19
2064.3251,-20
2061.7698,-21
2059.8347,-22
2055.313,-23
2050.7533,-24
2046.1538,-25
2041.5798,-26
2036.9784,-27
2032.2662,-28
2027.5539,-29
