4330.8984,24
4328.7196,23
4326.5562,22
4324.2556,21
4321.895,20
4319.5005,19
4316.9954,18
4314.4366,17
4311.7982,16
4309.1076,15
4306.32,14
4303.4768,13
4300.5532,12
4297.5516,11
4294.4851,10
4291.3552,9
4288.1303,8
4284.8563,7
4281.4985,6
4278.0835,5
4274.5977,4
4271.021,3
4267.3864,2
4263.685,1
4256.0604,-1
4252.1477,-2
4248.1617,-3
4244.1177,-4
4239.9874,-5
4235.7975,-6
4231.5301,-7
4227.2109,-8
4222.7987,-9
4218.3419,-10
4213.794,-11
4209.2006,-12
4204.5132,-13
4199.7666,-14
4194.9787,-15
4190.1042,-16
4185.1606,-17
4180.1312,-18
4175.0588,-19
4169.9179,-20
4164.6124,-21
4159.353,-22
4154.1831,-23
